"week_end","article_date","asset","title","description","summary","publisher","url","query","query_rank","gnews_rank"
"2014-03-14","2014-03-10","VIX","India VIX: The Stock Market Volatility Index - freefincal","India VIX: The Stock Market Volatility Index freefincal","India VIX: The Stock Market Volatility Index freefincal","freefincal","https://news.google.com/rss/articles/CBMiaEFVX3lxTE9MVEVpNS1pRlV1YmZzNWtXRXpMSS1xci0wLXBHY2YyMFB1WC1ZdFRELXQ2TkJHbnNrZ0xrSTdfN2VkR2VDYzhDbkdGTGFzZTBLbl9WZkJRLVNjX0dYelBGQmJSRzZ0b2tr?oc=5&hl=en-US&gl=US&ceid=US:en","VIX index","1","1"
"2014-03-21","2014-03-21","VIX","THE TRUTH ABOUT RUSSIA: 5 Charts That Show What A Disaster The Economy Is Under Putin - businessinsider.com","THE TRUTH ABOUT RUSSIA: 5 Charts That Show What A Disaster The Economy Is Under Putin businessinsider.com","THE TRUTH ABOUT RUSSIA: 5 Charts That Show What A Disaster The Economy Is Under Putin businessinsider.com","businessinsider.com","https://news.google.com/rss/articles/CBMiekFVX3lxTFBIR1dsa053R1dIQnpQcE52aldEUEw5UWJPbUlDbUVxX3lxR2Z4c182WFE4RkFpSVRfSUZVZTkwNlVGRWFXdENzUTNhUnRMSkJLVWJhalZZdzdVYUcwNVJiZGxxN2ZCbmg0QXJqSVRSLXRyNGtkQThwUTFR?oc=5&hl=en-US&gl=US&ceid=US:en","market volatility","3","1"
"2014-03-28","2014-03-25","VIX","Foreign investors and the performance of the Zimbabwe Stock Exchange in the multicurrency period - polity.org.za","Foreign investors and the performance of the Zimbabwe Stock Exchange in the multicurrency period polity.org.za","Foreign investors and the performance of the Zimbabwe Stock Exchange in the multicurrency period polity.org.za","polity.org.za","https://news.google.com/rss/articles/CBMi2AFBVV95cUxPeVljRllzaWwzU2p4TXRYempkaGw4SFZZZzNRVGZaWnhWWUk4Z0xJNXl0NGhYdkptVkY1OGdRR2lNRkVfUlg2M0otM3p2bnFXQkNQOGtUVlRDdjJLV25OWlk2TThVYmFiS0tqTGRCbmtMUEhjQm9UcDB1a2xUVk56djhSRGNDTC1qanA4QzRLNUtDMUJhOVprUG1jMFFxNy1fOGtyYzN6c0hUakVqbVJJb2VHYXdBQmNNZW9NSldPMEF0OFNKWGdmZjd3ZG5qMUl4QVlLbUY3ZmU?oc=5&hl=en-US&gl=US&ceid=US:en","volatility index","2","1"
"2014-04-04","2014-04-01","VIX","BNP Paribas makes a bold response to Turkish volatility - TheBanker.com","BNP Paribas makes a bold response to Turkish volatility TheBanker.com","Emerging markets wobbled in January, as emerging markets do, and one of the worst affected was Turkey, with its sizeable current account deficit and its political troubles. Rather than cowering in the shadows, however, Turkey responded by issuing its longest ever bond, in an audacious transaction masterminded by BNP Paribas. Emerging market securities have had a good run since the financial crisis, reflecting rates of economic growth that were painfully lacking in more developed economies. If bond investors were not attracted by the growth itself, they certainly were by the yields, which compared very favourably with anything on offer in the developing world.","TheBanker.com","https://www.thebanker.com/content/200d30a2-2334-50bd-b070-59343eefe0e6","market volatility","3","2"
"2014-04-11","2014-04-09","VIX","Lunch Anyone? Volatility on the Tokyo Stock Exchange around the Lunch Break on May 23, 2013, and Stock Market Circuit Breakers - Liberty Street Economics","Lunch Anyone? Volatility on the Tokyo Stock Exchange around the Lunch Break on May 23, 2013, and Stock Market Circuit Breakers Liberty Street Economics","David O. Lucca and Or ShacharStock market circuit breakers halt trading activity on a single stock or an entire exchange if a sudden large price move occurs. Stock market circuit breakers exist in two main forms: trading halts and price limits. Before jumping to the evidence, we briefly summarize the financial literature on the effectiveness of circuit breakers. The Ongoing Debate on the Effectiveness of Circuit BreakersAdvocates of circuit breakers argue that they effectively dampen stock price volatility without interfering with trading activity. The TSE’s Trading Lunch Break on May 23, 2013: An Effective Circuit Breaker?","Liberty Street Economics","https://libertystreeteconomics.newyorkfed.org/2014/04/lunch-anyone-volatility-on-the-tokyo-stock-exchange-around-the-lunch-break-on-may-23-2013-and-stock-marke/","volatility index","2","1"
"2014-04-18","2014-04-13","VIX","Why Does the Cycle of Fear and Greed Persist? - A Wealth of Common Sense","Why Does the Cycle of Fear and Greed Persist? A Wealth of Common Sense","Why Does the Cycle of Fear and Greed Persist? A Wealth of Common Sense","A Wealth of Common Sense","https://news.google.com/rss/articles/CBMidEFVX3lxTE44elkyU2VzUlItNDc3Y2d4UzVUbUQwdnYybTRMU1dWX1h4OF9uRndCNm1Eb09VZ0J1LXZnU2lvZWV4VTBiNnFZT1JKMTAzR0VHY1ktNUhnRjJhSWE0S0ZmczFoWnlfZ2U1cWdCbDFsY0pBeDA1?oc=5&hl=en-US&gl=US&ceid=US:en","stock market volatility","4","3"
"2014-04-25","2014-04-21","VIX","Introduction to the Floating-Rate Note Treasury Security - Liberty Street Economics","Introduction to the Floating-Rate Note Treasury Security Liberty Street Economics","Ezechiel Copic, Luis Gonzalez, Caitlin Gorback, Blake Gwinn, and Ernst SchaumburgIntroductionThe U.S. Department of the Treasury (Treasury) auctioned its first floating-rate note (FRN) on January 29, 2014. The new two-year FRN is a fixed-principal security with quarterly interest payments and interest rates indexed to the thirteen-week Treasury bill. In this post, we will discuss Treasury’s reasons for adopting an FRN as well as the existing FRN markets, expected FRN market participants, and results of the first FRN Treasury security auction. Treasury proposed using either the thirteen-week Treasury bill rate or a Treasury general collateral overnight repurchase agreement rate (GC rate). Expected FRN Market ParticipantsIn the most general terms, a floating-rate note will attract note investors wishing to hedge against expected future interest rate increases.","Liberty Street Economics","https://libertystreeteconomics.newyorkfed.org/2014/04/introduction-to-the-floating-rate-note-treasury-security/","market volatility","3","1"
"2014-05-02","2014-04-29","VIX","Obama Sanctions Underwhelm Traders as Russian Stocks Jump - Bloomberg.com","Obama Sanctions Underwhelm Traders as Russian Stocks Jump Bloomberg.com","Obama Sanctions Underwhelm Traders as Russian Stocks Jump Bloomberg.com","Bloomberg.com","https://news.google.com/rss/articles/CBMirAFBVV95cUxPeVdwajNTNlZsVWZZLU1JSWxsUk9QMlRkV3BMaE9HX1RZRWZiT3lNZURBM1Nfb0RwaEU3RnVDb0ZrUkYzWkxrODN4SFV0OHF3dFhMMk9CTXFOZVZfZ2VBQWt0bEFjczBVQ0JGQ2dtV2RhX3RCZF9acUp1X1VuempRb3RBUkhXUVp4THBhdFRKUTh1Yk14b0w0bVd2WFAteVA4M1VXSWtJeDV2VWl1?oc=5&hl=en-US&gl=US&ceid=US:en","volatility index","2","1"
"2014-05-09","2014-05-08","VIX","How Effective Is the Low-Volatility Anomaly in Trading? (Podcast) - CFA Institute","How Effective Is the Low-Volatility Anomaly in Trading? (Podcast) CFA Institute","How Effective Is the Low-Volatility Anomaly in Trading? (Podcast) CFA Institute","CFA Institute","https://news.google.com/rss/articles/CBMitAFBVV95cUxNX2V4YkVDS3NoMkxNeDhYblJoYnVrcTItQ3FBV0M4YmNMdlQ5X2wyUnR5WUJHaXlDakhNMkdRNWNSMVZFenl5YjJwSG5rajdHVFRoTWVqaE5pVlZBYXJHX0U0TGlxczR1d05STm4wWklYUEdWeXBjZEtHMlFkZUJPU2dOZjBTMzRrcWFiQ3JjbTJJcl9Bb25rNWdKNlRHbTlFQlJjQ3J1YzllRnc3SnQyZV9LZEo?oc=5&hl=en-US&gl=US&ceid=US:en","market volatility","3","4"
"2014-05-16","2014-05-15","VIX","Morning MoneyBeat: The Death of Volatility? - WSJ","Morning MoneyBeat: The Death of Volatility? WSJ","Morning MoneyBeat: The Death of Volatility? WSJ","WSJ","https://news.google.com/rss/articles/CBMijgFBVV95cUxQM3F2bWxmajZsU3BBdHloeThScnRsRU1SS1NITUJ6MFBSX3RRcGpVTURwWnJ3aERjUVNWMVF6OTNSeWlmbkRBT0NwUE9ZS080bkhieHUycHQ2QVA3UGdLbVVxUEpqZ2h6ck1Zb2JFcU5NU2FCY3RnenVuZ0dIa3gxUEZFaUYxQldab19XQlJR?oc=5&hl=en-US&gl=US&ceid=US:en","VIX index","1","1"
"2014-05-23","2014-05-19","VIX","Only a ‘black swan’ will bring back stock volatility - MarketWatch","Only a ‘black swan’ will bring back stock volatility MarketWatch","Only a ‘black swan’ will bring back stock volatility MarketWatch","MarketWatch","https://news.google.com/rss/articles/CBMimwFBVV95cUxPZ1pEeW5KUEhBYmFHQ0xScGpFWkIwc21XSHlUWlRzUFMtMUIwX3RaQUY0RF80WHNHZm56cTJDUWFlS3pZbkdQcERuWEZpZGJ4VGlBZlJBZl9jRlRnVTNjanYyNEFjNDlYVWFaZjIxVEltc1pGd3NsM0JtRURZREFxeUJWc0FvVW5QZlVJcy1kcVpTXzcxMDNUUG5DUQ?oc=5&hl=en-US&gl=US&ceid=US:en","VIX index","1","1"
"2014-05-30","2014-05-29","VIX","How to know if the stock market has reached a top - MarketWatch","How to know if the stock market has reached a top MarketWatch","How to know if the stock market has reached a top MarketWatch","MarketWatch","https://news.google.com/rss/articles/CBMikgFBVV95cUxNWmk5MUpaU05zaXNrMUJncnJlU3Z0bS1OemRKcnZOdzk3VVVFekVuXzl1MDNIQlhyM3YtTFp4cUJzXzRHYkE5Smt5ZXdWS0d2VG1DZl94aWtfSEh1ZkNQYi1mdkFscjdPRXRfTW5NUnE5WExsSVRhSjVzVy10TlJBbWRJaWo1NzczekZqS2owdk8zZw?oc=5&hl=en-US&gl=US&ceid=US:en","VIX index","1","1"
"2014-06-06","2014-06-02","VIX","Volume, VIX and yields are stock market’s bogeymen - MarketWatch","Volume, VIX and yields are stock market’s bogeymen MarketWatch","Volume, VIX and yields are stock market’s bogeymen MarketWatch","MarketWatch","https://news.google.com/rss/articles/CBMimAFBVV95cUxQbk9DU3R6NWVwcUQ3cXRMaEhRc3V3RlZnTkpDSUVwQ3AxbXl2NUphTHg3b0JKalJHLXdxUFJhM05qRFpzaXN6RjJwVHFCTEtiMk5KN0NiZmF2a3d0VGxGUTFHZWFzR1dGZlBPRWIzU1Rmb2toRG9ickZEcWNKNmRUb2phZm5SeWRheEtta3VTeEJPRWNaMUZvVw?oc=5&hl=en-US&gl=US&ceid=US:en","VIX index","1","1"
"2014-06-13","2014-06-09","VIX","What We Talk About When We Talk About The VIX - businessinsider.com","What We Talk About When We Talk About The VIX businessinsider.com","What We Talk About When We Talk About The VIX businessinsider.com","businessinsider.com","https://news.google.com/rss/articles/CBMidkFVX3lxTE0xUTBrY1I2Z1ZWWW0zOVRNaHB5di1GUGRJU3hTdk5wQm5MMlZUaGxmMTZXZlpKeTlDZEoyUzVaODRjemFtZ0d5Um94TmsyWmU5bFpnVmpoOWcwSmJSYWlFSFdvbF9HazFySmVzZDVuY01TYUtaSUE?oc=5&hl=en-US&gl=US&ceid=US:en","VIX index","1","1"
"2014-06-20","2014-06-14","VIX","Market volatility | Jun 14th 2014 Edition - The Economist","Market volatility | Jun 14th 2014 Edition The Economist","Market volatility | Jun 14th 2014 Edition The Economist","The Economist","https://news.google.com/rss/articles/CBMikgFBVV95cUxPOHBPdkxqdWZuTy1JVkJGbGhDN0JWZC1kSGUtZWJVTU91N1RuSXljb3Z0UGhuQmRPQjdRa2Ntc3MyQnV3N0JXY3Z4ZWVHMzhCa0k0NzA0R1BrYTFidFlRS2h0azV1MFFnbk14cVR2cmw0VmRFaHk2UWNLSVFIbFpBV2VqYXpYV0ZYeTM3UjAxdnR6QQ?oc=5&hl=en-US&gl=US&ceid=US:en","VIX index","1","1"
"2014-06-27","2014-06-22","VIX","VIX Is Low But Investors In Denial Stage Of Market Sentiment Cycle - Investing.com","VIX Is Low But Investors In Denial Stage Of Market Sentiment Cycle Investing.com","VIX Is Low But Investors In Denial Stage Of Market Sentiment Cycle Investing.com","Investing.com","https://news.google.com/rss/articles/CBMirAFBVV95cUxNTjBoZUg3ektZMXlPWHNkZU9KNDNIdEhaMkVsaS16QjNHMi1Ga19aeDBHd092bEllaksyQWdYNklJbFF5cnBsU2dwcmlMTzQ4TDgxX2ZSTW1EZG84TFlJdnBLM0ZsOUJ0NTF5Um1zZHIxT2hRM3NHNmN5VFJMQ2VyODU2RWc5X1dCTEVudnowWTJxTHNLSEhUMG10cWVaZ1pWUUg1Qy1aaWxGLWli?oc=5&hl=en-US&gl=US&ceid=US:en","VIX index","1","1"
"2014-07-04","2014-07-01","VIX","These 23 Charts Prove That Stocks Are Heading For A Devastating Crash - forbes.com","These 23 Charts Prove That Stocks Are Heading For A Devastating Crash forbes.com","These 23 Charts Prove That Stocks Are Heading For A Devastating Crash forbes.com","forbes.com","https://news.google.com/rss/articles/CBMiwAFBVV95cUxQeUdONm5qTWpUUzJlcnpWdk1VWHVOTnEzdmVNXzItM2hEYlNnNVZ1QkxlSk1kWnh0RzI5UDJ6WnVydWxlUkEtYWw3NTBYQTBUY0FGYWxTakN1Q0ZpQ1FJZ3ZRMVdRNlFTWkZEMXRveVVtUEFyYWhscDFldTJmUm1tUE1rMXdpZnkyWHBEejNmOXpNZm9wMTJjV2VJY3kwQ0VPbTZzdFV2UHp1QVBuQkx5V0cxU3o5dG9xcTl3bUd5cmY?oc=5&hl=en-US&gl=US&ceid=US:en","VIX index","1","1"
"2014-07-11","2014-07-10","VIX","Deepak Gulati: Focusing on Equity Volatility - Institutional Investor","Deepak Gulati: Focusing on Equity Volatility Institutional Investor","Deepak Gulati: Focusing on Equity Volatility Institutional Investor","Institutional Investor","https://news.google.com/rss/articles/CBMivgFBVV95cUxNdnhnNjZ1RjgwVGJYRWVDMkxGcExlekxXaW9lQTMyVmVhbnBDZHFmVlYxMGx0MXdkeUxUMW1PUzNRa2pucmp5MnQ5SE1sQkVqdUxudDBBVnJTT2g3ZDhVeVBqUy03Y0w4cDFFb2x3MWRlbzFNVmdUckxvOGZ5MWtSeE9DaUxERlRtNVpGQ19GZGhjZW52UjRIaVBOLTJRdDgtZEZzalB0elJmMmJYUG93ZHhKdGVlSmRXSmZmQkdn?oc=5&hl=en-US&gl=US&ceid=US:en","volatility index","2","2"
"2014-07-18","2014-07-17","VIX","Why Argentière Capital’s Deepak Gulati Is Going Long Volatility - Institutional Investor","Why Argentière Capital’s Deepak Gulati Is Going Long Volatility Institutional Investor","Why Argentière Capital’s Deepak Gulati Is Going Long Volatility Institutional Investor","Institutional Investor","https://news.google.com/rss/articles/CBMi1wFBVV95cUxQa1dGNVFXdk85SlI3ekh3eXpHRXRFb2QtZ29mYkJrSWV5Qm9LUExHQjNwZjB3ekg4aEpWN0M4ZjVlblZ5VXBsMXNONkQ2OHRGbjhxdTItaHdId1JKMU5idW92RFVnRUtEcmd1UTljWndYOGFac3NUaTBBUldxZ2pKc3AyV0QzNDRhejFFU3lsVHNfN2NIZUVuRGFTd0ZHdEN2LXI5bm5JQTdUNFBLOGVGeEFyRTFCV0E5SXU5RFFHdUt3T2djVU5lUFhjNzI0TkRTc3dJQUdHVQ?oc=5&hl=en-US&gl=US&ceid=US:en","VIX index","1","1"
"2014-07-25","2014-07-21","VIX","A Farmland Investment Primer - GMO - Commentaries - Advisor Perspectives","A Farmland Investment Primer - GMO - Commentaries Advisor Perspectives","A Farmland Investment Primer - GMO - Commentaries Advisor Perspectives","Advisor Perspectives","https://news.google.com/rss/articles/CBMikgFBVV95cUxQZEY5UXROUHdSbkFsMnFMUEVwNlhxMnFFbUtQOGZHY09EY3dMTXVnb3pLXzN4eXl6Y0RDRk1PckE0eXZrdkhZdDRQQXRGLW5LRm1zTmZWdDNoQ3pZT2E5OHZpeEdIcHgweGZaM2ZidkpzRlozTkVzZlgyV0VmTkgweWVHeGVzMHprUGhvZWF3MUYwQQ?oc=5&hl=en-US&gl=US&ceid=US:en","volatility index","2","1"
"2014-08-01","2014-07-29","VIX","Breadth divergence is a troubling sign for the stock market - MarketWatch","Breadth divergence is a troubling sign for the stock market MarketWatch","Breadth divergence is a troubling sign for the stock market MarketWatch","MarketWatch","https://news.google.com/rss/articles/CBMikAFBVV95cUxNTm9fOE14N3JTOEIzUXNIZFhDVXpwcHpwaTctUHcyaFlFQ1A0bVdyQ3ljS0txQmFuN0praEFjSEJaUDNrUFg4V3RLdTF1VG1xdEZrRzladmZSZk5qVXF3ekdDVHN2THFzOEd1eWI0OGVhYjFWdndnN25XM3V6NUNfclZZaVJ1TE9QTFgzUXR2NWg?oc=5&hl=en-US&gl=US&ceid=US:en","volatility index","2","1"
"2014-08-08","2014-08-05","VIX","A Simple Options Trading Strategy That Beats the S&P 500 - thestreet.com","A Simple Options Trading Strategy That Beats the S&P 500 thestreet.com","A Simple Options Trading Strategy That Beats the S&P 500 thestreet.com","thestreet.com","https://news.google.com/rss/articles/CBMinwFBVV95cUxPQ05JYmRJcnNoNXZCVUNaWjAwTmxEUE90YjlqWUtmd09HckNNNDVydVI1Z210OE9rdkx6M2l0RjQ5RF9RV3oycmtCLW9nOTJBMm5ORnZFZmJldTBVQzk2LTg1VmlUQkNFbWprVmRpM1JxNUM1c1owNERhUnhZMkI1cDd3SmdYdFBqRFU2WUtadjJrejVJaE9wcm5JLXBSclE?oc=5&hl=en-US&gl=US&ceid=US:en","volatility index","2","1"
"2014-08-15","2014-08-15","VIX","Oncology: study reveals cell mutation variations - ft.com","Oncology: study reveals cell mutation variations ft.com","Oncology: study reveals cell mutation variations ft.com","ft.com","https://news.google.com/rss/articles/CBMihAFBVV95cUxQSW1IRVNUclNvQ3VyRHlPbFFKOFVlcE90ZzVsOENvaEFvV1EzUUtsLWktR1l2Y3VaUDdDS05qT09pWURheHRoM291X0lPb3JJaktFcDM1RzJyQ21yZjB2WlNhVmlXay1SOUJZaHZ5QWN3elU3amlkX0hDSl9Ba1d5Z3BqNl8?oc=5&hl=en-US&gl=US&ceid=US:en","VIX index","1","1"
"2014-08-22","2014-08-21","VIX","Apple, Inc. Stock Passes All-Time Highs -- 3 Lessons for Investors - Seattle Post-Intelligencer","Apple, Inc. Stock Passes All-Time Highs -- 3 Lessons for Investors Seattle Post-Intelligencer","Apple, Inc. Stock Passes All-Time Highs -- 3 Lessons for Investors Seattle Post-Intelligencer","Seattle Post-Intelligencer","https://news.google.com/rss/articles/CBMioAFBVV95cUxNWDlJNTZLLTliZ3U4SDZqYVlNb2xiQkNtUUpPc184SnNzNmNaRmttTVhkeGVzVDlfU21hMHhiVFhPVnBWTy1CZjZYb19sTFhKdE5uLWRfZUxnaDhmOTJ5ZVU0RGhFbFdPcDZZOEpiS2VqdERrdndQY1h5WkpuQzg0Z0pLbXNmdkw3RnFVZnpheTdtRGs5VmlQQnktMUhvNnlW?oc=5&hl=en-US&gl=US&ceid=US:en","market volatility","3","1"
"2014-08-29","2014-08-28","VIX","Hedge fund reinsurers ‘not a new business model’, says A.M. Best - Artemis.bm","Hedge fund reinsurers ‘not a new business model’, says A.M. Best Artemis.bm","The hedge fund backed reinsurance mode which seeks to leverage premium inflows as investment capital in hedge fund strategies in an attempt to outperform on the asset-side, is not treated as a new business model by rating agency A.M. Best. A.M. Best says that it does not view the hedge fund reinsurer structure as a new business model, which means they are analysed within its existing rating criteria reports. Best notes that this business model is not a replacement for the traditional reinsurance business model, nor for future capital market solutions. However as part of a portfolio of insurance linked investments a hedge fund reinsurer is a useful complement. The A.M. Best briefing document, titled ‘Focus Remains on Credit Fundamentals In Rating Hedge Fund (Re)insurers’, is a useful overview of the hedge fund reinsurer strategy while explaining Best’s rating strategy for these firms.","Artemis.bm","https://www.artemis.bm/news/hedge-fund-reinsurers-not-a-new-business-model-says-a-m-best/","market volatility","3","1"
