week_end,week_last_trade_date,regime_filtered,regime_viterbi,hmm_selection_role,hmm_selection_reason,hmm_feature_preset,hmm_selection_mode,hmm_n_states,hmm_n_pca,hmm_cov_type,hmm_selected_seed,filtered_prob_regime_0,smoothed_prob_regime_0,filtered_prob_regime_1,smoothed_prob_regime_1
2014-08-29,2014-08-29,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.007994251843669604,0.0008695653201388667,0.992005748156308,0.9991304346800597
2014-09-05,2014-09-05,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.004737907292781715,0.0006068704481928842,0.995262092707212,0.9993931295525528
2014-09-12,2014-09-12,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.013243268302432706,0.0015033829982392139,0.9867567316975532,0.9984966170023521
2014-09-19,2014-09-19,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0034249015342184487,0.0009067901110453471,0.9965750984657745,0.9990932098883082
2014-09-26,2014-09-26,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.001977348125321339,0.007808863564305767,0.9980226518746509,0.9921911364361098
2014-10-03,2014-10-03,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.009491400546579355,0.17334190519742027,0.9905085994534323,0.8266580948019534
2014-10-10,2014-10-10,1,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.4846561602052644,0.949204184059504,0.5153438397947486,0.05079581594117226
2014-10-17,2014-10-17,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.988316471449503,0.9917961206305264,0.011683528550494775,0.008203879369498571
2014-10-24,2014-10-24,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9921003562212207,0.929387803367963,0.007899643778800246,0.07061219663144416
2014-10-31,2014-10-31,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.4624461172786581,0.07725839832121792,0.5375538827213292,0.9227416016789035
2014-11-07,2014-11-07,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.010207490957145243,0.0010014382825617582,0.9897925090428732,0.9989985617182564
2014-11-14,2014-11-14,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005566385940103464,5.740253834662747e-05,0.9994433614059893,0.9999425974615797
2014-11-21,2014-11-21,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007618117795154515,0.0003029918270735801,0.9992381882204839,0.9996970081738303
2014-11-28,2014-11-28,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.002415877682767347,0.013212123588765614,0.9975841223172401,0.9867878764121047
2014-12-05,2014-12-05,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.014233256709488093,0.24398773322929795,0.9857667432905359,0.7560122667715204
2014-12-12,2014-12-12,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9049932209270559,0.9688098522681586,0.09500677907292382,0.03119014773164882
2014-12-19,2014-12-19,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.94266104033989,0.948396048187253,0.05733895966005827,0.05160395181272896
2014-12-26,2014-12-26,1,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.44547501731319644,0.872704115587278,0.5545249826868588,0.12729588441316048
2015-01-02,2015-01-02,1,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.43456422774213493,0.9127211476232236,0.5654357722579192,0.08727885237694596
2015-01-09,2015-01-09,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.5184928560221017,0.9608281089196568,0.48150714397794603,0.039171891081037635
2015-01-16,2015-01-16,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9775367763351578,0.9990146562105233,0.022463223664885634,0.0009853437897925717
2015-01-23,2015-01-23,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9999506195349207,0.9999978687196719,4.93804650901737e-05,2.131279930810734e-06
2015-01-30,2015-01-30,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9999913237969703,0.9999754231922167,8.676203023441533e-06,2.457680698453052e-05
2015-02-06,2015-02-06,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9640787160726995,0.7306906412594929,0.03592128392729678,0.2693093587398284
2015-02-13,2015-02-13,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.2525464893609065,0.03608761520678369,0.7474535106391479,0.963912384793468
2015-02-20,2015-02-20,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.03544883522907755,0.0054094256834248825,0.9645511647708929,0.9945905743173717
2015-02-27,2015-02-27,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.013726246937187377,0.004125638761479304,0.9862737530628326,0.9958743612393324
2015-03-06,2015-03-06,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.07200302454195508,0.01145167955075627,0.9279969754580544,0.9885483204493722
2015-03-13,2015-03-13,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.020427369798064036,0.006359950127169308,0.9795726302019063,0.993640049872213
2015-03-20,2015-03-20,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.10247284828829936,0.013410351986247746,0.8975271517117259,0.9865896480129085
2015-03-27,2015-03-27,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.02235134745375267,0.003567361515402817,0.9776486525462416,0.9964326384845994
2015-04-03,2015-04-02,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.033177218957376936,0.003978866804359124,0.966822781042594,0.9960211331957136
2015-04-10,2015-04-10,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.013408849287771186,0.0015664894994799501,0.9865911507122682,0.9984335105004295
2015-04-17,2015-04-17,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.011012856482683395,0.001093753728074222,0.9889871435172916,0.9989062462712344
2015-04-24,2015-04-24,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.001144475170647781,0.00011930703686982077,0.9988555248293521,0.9998806929633607
2015-05-01,2015-05-01,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.003580007862694317,0.0003542741043797169,0.9964199921373136,0.9996457258950894
2015-05-08,2015-05-08,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0011660569814528662,0.0001171910533795659,0.9988339430185172,0.999882808947218
2015-05-15,2015-05-15,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0018761623888384293,0.00018884326328549668,0.9981238376111283,0.9998111567363035
2015-05-22,2015-05-22,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.001758413418068932,0.00019581875629469457,0.9982415865819703,0.9998041812442633
2015-05-29,2015-05-29,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.003866247185951859,0.0006752336569048823,0.99613375281409,0.9993247663431496
2015-06-05,2015-06-05,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.03518172510278784,0.0036600876388845566,0.9648182748971798,0.996339912361998
2015-06-12,2015-06-12,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.003456141662735798,0.00036634673430662915,0.9965438583372124,0.9996336532664953
2015-06-19,2015-06-19,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0038804866702365653,0.00044416685678980855,0.9961195133298172,0.9995558331431862
2015-06-26,2015-06-26,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.008138810956200256,0.0008426542168513469,0.9918611890438287,0.9991573457831832
2015-07-03,2015-07-02,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0032633408656566553,0.0003410214362639053,0.9967366591343012,0.9996589785630317
2015-07-10,2015-07-10,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0026254186222521942,0.0003739057570890484,0.9973745813777241,0.9996260942426115
2015-07-17,2015-07-17,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.012597686804470314,0.002101091127836887,0.987402313195543,0.9978989088722588
2015-07-24,2015-07-24,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.014747046920679243,0.0038429638433252955,0.9852529530793338,0.9961570361562646
2015-07-31,2015-07-31,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.013479910851991886,0.00935532599951496,0.9865200891480513,0.990644673999625
2015-08-07,2015-08-07,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.012187638699900173,0.03348123046039383,0.9878123613001154,0.966518769539959
2015-08-14,2015-08-14,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.007245239562418323,0.14537499770660714,0.9927547604375588,0.8546250022930104
2015-08-21,2015-08-21,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9999900371848915,0.9999995673953007,9.962815065746176e-06,4.3260397478439524e-07
2015-08-28,2015-08-28,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9988370826294332,0.9999500342860765,0.001162917370537814,4.9965713154373703e-05
2015-09-04,2015-09-04,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9999685781233931,0.999998618107429,3.1421876550423326e-05,1.3818930166220383e-06
2015-09-11,2015-09-11,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.997720210976281,0.9998963442060563,0.002279789023679819,0.00010365579477807213
2015-09-18,2015-09-18,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9951244893849925,0.9997564843376913,0.004875510614964495,0.00024351566315531498
2015-09-25,2015-09-25,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9927535649364978,0.9993091725262178,0.007246435063483539,0.0006908274730040919
2015-10-02,2015-10-02,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9984276140314369,0.9946235204870532,0.0015723859686531602,0.005376479513333731
2015-10-09,2015-10-09,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9218189120235118,0.669251164463275,0.07818108797651895,0.3307488355360155
2015-10-16,2015-10-16,0,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.7974306116262546,0.29666285307644225,0.2025693883737985,0.7033371469237808
2015-10-23,2015-10-23,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.2370954239575401,0.030967141465070267,0.7629045760423564,0.9690328585346176
2015-10-30,2015-10-30,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.019998915782592146,0.0023053957523101005,0.9800010842173414,0.9976946042479016
2015-11-06,2015-11-06,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.003270508056222063,0.001084777217833556,0.9967294919436895,0.9989152227815499
2015-11-13,2015-11-13,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0855804450921505,0.010878753416960946,0.9144195549077881,0.9891212465825608
2015-11-20,2015-11-20,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.020652398527287525,0.0028995522174137464,0.9793476014726432,0.9971004477817708
2015-11-27,2015-11-27,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.003890283349467782,0.0026761817514852214,0.9961097166504871,0.9973238182481196
2015-12-04,2015-12-04,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.001513733644842513,0.02770211658879303,0.9984862663551748,0.9722978834116479
2015-12-11,2015-12-11,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.8483432437071853,0.810869273665264,0.15165675629287748,0.1891307263345903
2015-12-18,2015-12-18,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.7455278496763826,0.7175668974567038,0.25447215032366816,0.2824331025434149
2015-12-25,2015-12-24,1,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.2671666665907505,0.6500501241592606,0.732833333409362,0.349949875840239
2016-01-01,2015-12-31,1,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.09752178494410592,0.7157957030981877,0.9024782150559573,0.28420429690123167
2016-01-08,2016-01-08,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9998446590486108,0.9999933334278767,0.00015534095143819718,6.6665726174503995e-06
2016-01-15,2016-01-15,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9999877054945945,0.9999994684059451,1.2294505367365485e-05,5.315937550397852e-07
2016-01-22,2016-01-22,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9992494407477331,0.9999677611862318,0.0007505592521593821,3.223881442866361e-05
2016-01-29,2016-01-29,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9999584381918482,0.9999982162896678,4.1561808169235036e-05,1.7837098896490559e-06
2016-02-05,2016-02-05,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9999741849113651,0.9999988924052327,2.5815088589323705e-05,1.1075953623499914e-06
2016-02-12,2016-02-12,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9999999218096066,0.9999999966385076,7.819037818782967e-08,3.3608675480385763e-09
2016-02-19,2016-02-19,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9999333489141243,0.9999923487413833,6.665108589452275e-05,7.651259400092523e-06
2016-02-26,2016-02-26,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9970962217623345,0.9930563978813574,0.0029037782377650803,0.006943602119125578
2016-03-04,2016-03-04,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9550638183034437,0.7671170705547307,0.044936181696566775,0.2328829294459672
2016-03-11,2016-03-11,0,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.7728945809178879,0.29311079875846807,0.22710541908219867,0.7068892012423814
2016-03-18,2016-03-18,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.40095855979845,0.06289149758745816,0.5990414402014997,0.9371085024123955
2016-03-25,2016-03-24,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.026469822245923355,0.0027736787373010864,0.9735301777541132,0.9972263212621264
2016-04-01,2016-04-01,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.004128061166550719,0.0004329025944343182,0.9958719388334029,0.999567097406309
2016-04-08,2016-04-08,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00400360706631553,0.0003944004962113589,0.9959963929337224,0.9996055995033852
2016-04-15,2016-04-15,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.000960433655992392,9.54613608786777e-05,0.9990395663439647,0.9999045386395418
2016-04-22,2016-04-22,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0011098894930609104,0.0001400225018488626,0.9988901105068961,0.9998599774987126
2016-04-29,2016-04-29,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.012925245297218236,0.0013216576860468694,0.9870747547027315,0.9986783423145408
2016-05-06,2016-05-06,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0026135624514734817,0.0002772474562522889,0.9973864375485126,0.9997227525431538
2016-05-13,2016-05-13,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.004242874502705235,0.00044345538369798407,0.9957571254973556,0.9995565446160299
